Date,Open,High,Low,Close,Adj Close,Volume,HL_PCT,Return,Label
2009-12-31,310.356445,310.679321,307.986847,307.986847,307.986847,2455400,0.8742172031781617,-99999.0,288.12600699999996
2010-01-04,311.44931,312.721039,310.103088,311.34997599999997,311.34997599999997,3937800,0.8442195841661547,0.010919716321521777,291.911407
2010-01-05,311.56356800000003,311.891449,308.76181,309.978882,309.978882,6048500,1.0136094875204926,-0.004403706779151917,288.329681
2010-01-06,310.90783700000003,310.90783700000003,301.220856,302.164703,302.164703,8009000,3.2159064709649456,-0.02520874631711212,289.606384
2010-01-07,302.731018,303.029083,294.41015600000003,295.13046299999996,295.13046299999996,12912000,2.9275236687147386,-0.023279489398204123,273.22790499999996
2010-01-08,294.08725,299.675903,292.651581,299.06487999999996,299.06487999999996,9509900,2.400233744166919,0.01333111112965657,268.25524900000005
2010-01-11,300.276978,300.276978,295.10064700000004,298.612823,298.612823,14519600,1.754090020683671,-0.0015115683259095958,269.457428
2010-01-12,296.893982,297.147339,292.10015899999996,293.332153,293.332153,9769600,1.7278936161072158,-0.017684002806537147,269.29846200000003
2010-01-13,286.38235499999996,292.28893999999997,285.095734,291.648102,291.648102,13077600,2.5230844036410507,-0.005741106055973333,265.418701
2010-01-14,290.063416,295.18014500000004,289.52194199999997,293.019196,293.019196,8535300,1.9543261422307234,0.004701192946560129,263.257751
2010-01-15,294.75293,294.862213,287.15234399999997,288.12600699999996,288.12600699999996,10939600,2.6849402977535948,-0.016699209699558626,264.787811
2010-01-19,288.72213700000003,293.30233799999996,286.28302,291.911407,291.911407,8689500,2.4518806599147727,0.013138001804884114,263.843964
2010-01-20,291.09671000000003,291.09671000000003,285.786224,288.329681,288.329681,6543600,1.8582022344086209,-0.012269907629885779,268.662598
2010-01-21,289.8349,291.513977,284.276062,289.606384,289.606384,12697400,2.5460866979365946,0.004427927765091821,261.687958
2010-01-22,280.426086,283.45639,265.70187400000003,273.22790499999996,273.22790499999996,13689200,6.682119223592667,-0.056554274715159725,263.928406
2010-01-25,271.528961,273.16333,266.02477999999996,268.25524900000005,268.25524900000005,8897200,2.6834154322014703,-0.018199663756891526,265.011353
2010-01-26,267.246826,273.024231,266.412231,269.457428,269.457428,8767600,2.4818680340543247,0.004481474284217857,266.48675499999996
2010-01-27,268.886169,272.055542,265.925415,269.29846200000003,269.29846200000003,7980200,2.3052053900150975,-0.0005899484797278198,265.498199
2010-01-28,270.485748,271.732635,263.585632,265.418701,265.418701,6500100,3.090837288126555,-0.014406918521502887,266.466888
2010-01-29,267.505127,268.74707,261.10675,263.257751,263.257751,8334700,2.9261288725779906,-0.00814166444134623,264.837494
2010-02-01,265.572693,266.173798,263.436584,264.787811,264.787811,4530800,1.0390409556783482,0.005812022605936384,268.901062
2010-02-02,265.751556,265.751556,262.100281,263.843964,263.843964,8245600,1.393083206957721,-0.0035645409674841533,267.366028
2010-02-03,262.626862,269.29846200000003,262.408295,268.662598,268.662598,6037000,2.6257428333201203,0.018263195894069995,269.85485800000004
2010-02-04,266.764954,267.26171899999997,261.081909,261.687958,261.687958,6799200,2.367000464976673,-0.025960591656305043,268.632813
2010-02-05,262.49273700000003,265.026245,259.54193100000003,263.928406,263.928406,6353000,2.113074360997947,0.00856152502057439,269.64621
2010-02-08,264.52948,269.24881,264.047638,265.011353,265.011353,5423500,1.9697854672723811,0.004103184709871588,265.80618300000003
2010-02-09,268.02673300000004,269.01532000000003,265.80618300000003,266.48675499999996,266.48675499999996,5675700,1.2073221788072546,0.005567316204751371,264.017822
2010-02-10,265.309418,267.15741,262.14004500000004,265.498199,265.498199,5383700,1.9140017314027633,-0.003709587742925402,261.51409900000004
2010-02-11,264.936829,268.498688,263.03918500000003,266.466888,266.466888,4851300,2.075547413211451,0.003648570889175806,261.697906
2010-02-12,264.76297,266.839478,263.53595,264.837494,264.837494,4589000,1.253539792199118,-0.006114808531107241,264.623871
2010-02-16,266.700378,270.306915,265.423676,268.901062,268.901062,7356200,1.8397902830642747,0.015343628043845037,268.78182999999996
2010-02-17,269.24881,269.944275,267.067993,267.366028,267.366028,4085700,1.076984915972317,-0.005708545695517042,270.898071
2010-02-18,267.03320299999996,270.74408,266.337738,269.85485800000004,269.85485800000004,4704100,1.6544189468185673,0.009308699458257408,275.503113
2010-02-19,268.518555,270.257233,268.106232,268.632813,268.632813,5139400,0.8022942935545072,-0.00452852696096373,280.28204300000004
2010-02-22,271.906525,271.981018,268.75201400000003,269.64621,269.64621,4316900,1.20148085662345,0.0037724244804002716,279.422638
2010-02-23,269.745575,270.058533,264.425171,265.80618300000003,265.80618300000003,5782400,2.130418211963654,-0.014240982656496315,278.285034
2010-02-24,265.264709,267.480286,263.540924,264.017822,264.017822,4683300,1.4947818882201231,-0.006728063959294817,286.362488
2010-02-25,261.856873,262.537445,258.319885,261.51409900000004,261.51409900000004,6661300,1.6326888655900385,-0.009483159057345647,288.69232200000005
2010-02-26,262.00588999999997,264.156921,260.048645,261.697906,261.697906,4125100,1.5798105773633195,0.0007028569423324083,287.897491
2010-03-01,262.890167,264.92193599999996,262.164856,264.623871,264.623871,4504800,1.051658884438719,0.011180697028580822,279.770355
2010-03-02,266.009857,271.066956,265.776367,268.78182999999996,268.78182999999996,8770200,1.990616795510645,0.015712713234400377,280.77383399999997
2010-03-03,269.427643,272.28903199999996,267.88268999999997,270.898071,270.898071,6218800,1.644877464833579,0.007873452606524944,280.952667
2010-03-04,271.48425299999997,276.268127,271.335236,275.503113,275.503113,6408800,1.8180060476922295,0.01699916866517648,281.369965
2010-03-05,278.861267,282.000854,278.140961,280.28204300000004,280.28204300000004,7875300,1.3877470567882304,0.017346192382225567,278.190643
2010-03-08,280.565186,280.763916,278.692383,279.422638,279.422638,4803800,0.7433044913897011,-0.003066214984026039,276.94872999999995
2010-03-09,278.11611899999997,280.505585,276.451935,278.285034,278.285034,6394400,1.4663127606612718,-0.004071266408987251,272.72616600000003
2010-03-10,280.058502,287.380859,279.288483,286.362488,286.362488,11383300,2.8974972090059303,0.029025829682238546,276.864258
2010-03-11,285.274567,291.21096800000004,285.24475099999995,288.69232200000005,288.69232200000005,8521500,2.0916132476001588,0.008135960880462978,279.621338
2010-03-12,292.169708,292.239258,287.70874,287.897491,287.897491,5542600,1.574689041424334,-0.002753211427632074,279.526947
2010-03-15,281.509064,282.88510099999996,276.203552,279.770355,279.770355,9368300,2.419067007508999,-0.028229269979987426,279.407715
2010-03-16,279.099731,282.373444,278.568176,280.77383399999997,280.77383399999997,6907500,1.3660095904135197,0.003586795320040137,281.523956
2010-03-17,282.313812,283.878632,280.30191,280.952667,280.952667,6686300,1.2760248405014296,0.0006369290095602498,281.72763100000003
2010-03-18,280.5354,282.38336200000003,279.66107200000005,281.369965,281.369965,3577400,0.9734247174737235,0.0014852964538683011,282.56219500000003
2010-03-19,278.190643,282.164795,276.83941699999997,278.190643,278.190643,9650600,1.923634306743269,-0.011299436313324862,283.660065
2010-03-22,276.25820899999997,281.593506,275.34912099999997,276.94872999999995,276.94872999999995,8061700,2.2678064042194723,-0.004464251516899775,282.274078
2010-03-23,276.720215,277.35110499999996,269.24881,272.72616600000003,272.72616600000003,11074100,3.0092222134612108,-0.015246735379504828,279.949188
2010-03-24,270.992462,278.11611899999997,268.106232,276.864258,276.864258,13215700,3.7335525270445755,0.015173065572299915,281.911438
2010-03-25,277.703796,284.15185499999995,277.524963,279.621338,279.621338,7912900,2.387854385553036,0.009958237368436151,281.280548
2010-03-26,280.808624,281.86175499999996,278.200562,279.526947,279.526947,5427400,1.3160264572003162,-0.0003375672281490383,284.514496
2010-03-29,279.680939,280.5354,278.473785,279.407715,279.407715,6249300,0.7403264188763623,-0.0004265492156647621,291.489136
2010-03-30,279.596497,281.98098799999997,278.329742,281.523956,281.523956,3981400,1.3118418368669913,0.007574024933420409,292.596924
2010-03-31,280.69931,283.029175,279.586548,281.72763100000003,281.72763100000003,6100900,1.2313278391348128,0.0007234730674217094,295.72659300000004
2010-04-01,283.828979,284.872192,280.947693,282.56219500000003,282.56219500000003,4232700,1.3968788844975384,0.002962307946287268,273.29745499999996
2010-04-05,283.605408,285.58255,282.66156,283.660065,283.660065,3827700,1.0333877729960936,0.0038854100775935763,273.27261400000003
2010-04-06,282.89007599999997,283.600464,280.873199,282.274078,282.274078,4147000,0.9709951001768554,-0.004886084334782881,275.726654
2010-04-07,281.817047,282.537354,279.11462400000005,279.949188,279.949188,5195400,1.2262811424742632,-0.008236285869650306,275.35907000000003
2010-04-08,279.839905,283.083801,278.215485,281.911438,281.911438,3920200,1.7498364621940412,0.00700930770336794,271.762451
2010-04-09,281.911438,282.547302,280.177704,281.280548,281.280548,4139900,0.8457482398385263,-0.002237901393699282,270.734131
2010-04-12,281.841888,285.145416,281.280548,284.514496,284.514496,4735400,1.374026048896919,0.011497233004537533,264.102264
2010-04-13,284.415161,292.537323,283.719666,291.489136,291.489136,7875500,3.107876561507018,0.02451418151994611,262.820618
2010-04-14,293.12350499999997,294.256134,290.118073,292.596924,292.596924,6849700,1.426336855615332,0.003800443526650099,262.885193
2010-04-15,294.171692,296.988373,292.244232,295.72659300000004,295.72659300000004,13611500,1.6233480358305286,0.010696178747251706,264.28109700000005
2010-04-16,279.680939,282.567169,273.039154,273.29745499999996,273.29745499999996,24630000,3.4896148997004226,-0.07584417002362742,261.151459
2010-04-19,272.60199,275.205048,270.739105,273.27261400000003,273.27261400000003,7838600,1.64953747630952,-9.089363821523921e-05,263.585632
2010-04-20,275.294464,278.021729,273.74951200000004,275.726654,275.726654,5993400,1.560629996666425,0.008980190016405931,251.54892
2010-04-21,276.432068,278.314819,274.295959,275.35907000000003,275.35907000000003,4814000,1.4651546507107012,-0.00133314641391169,253.232971
2010-04-22,274.216492,274.464874,269.91943399999997,271.762451,271.762451,6604000,1.6839987890609027,-0.013061559947889267,247.72380099999998
2010-04-23,271.856842,272.885132,269.38293500000003,270.734131,270.734131,4205800,1.3000812393702543,-0.003783892867525007,244.976669
2010-04-26,270.72421299999996,270.734131,262.895111,264.102264,264.102264,8794400,2.981805165635053,-0.024495866019936696,259.13955699999997
2010-04-27,262.765961,267.425659,261.91152999999997,262.820618,262.820618,7739300,2.105340303269591,-0.0048528398832656805,252.880264
2010-04-28,264.33078,265.68695099999997,258.831543,262.885193,262.885193,6856500,2.6485983588174777,0.00024569990167200295,251.062088
2010-04-29,264.96167,266.516571,261.633331,264.28109700000005,264.28109700000005,6157600,1.8664441496561461,0.005309937711098112,253.789352
2010-04-30,263.848907,267.102753,261.022308,261.151459,261.151459,4902300,2.3294733107639205,-0.011842080404260047,252.12516800000003
2010-05-03,261.54888900000003,264.738129,260.843475,263.585632,263.585632,3739700,1.493100028666618,0.00932092437591936,252.34375
2010-05-04,261.558807,261.668091,250.47589100000002,251.54892,251.54892,12231500,4.468374163803248,-0.045665281178907224,247.574768
2010-05-05,248.87133799999998,256.193695,248.61798100000001,253.232971,253.232971,9223900,3.0471303682576263,0.006694725622355957,245.61749300000002
2010-05-06,252.73123199999998,257.087891,228.513733,247.72380099999998,247.72380099999998,10065200,12.50435044969486,-0.021755342435247127,235.970245
2010-05-07,248.369598,251.027313,239.10981800000002,244.976669,244.976669,10244000,4.984109435439398,-0.011089495595136611,234.499802
2010-05-10,255.324356,259.72076400000003,254.64378399999998,259.13955699999997,259.13955699999997,8309600,1.993757679944015,0.05781321159199848,237.0383
2010-05-11,256.168854,258.26025400000003,252.46794100000002,252.880264,252.880264,6688300,2.2942766424351704,-0.02415413946238998,236.993591
2010-05-12,254.36560099999997,254.36560099999997,249.37803599999998,251.062088,251.062088,7753600,2.000001716269828,-0.007189869115290182,236.198761
2010-05-13,256.581177,259.313416,253.535995,253.789352,253.789352,6694700,2.278737975647207,0.010862906549235829,243.645325
2010-05-14,253.23792999999998,253.84399399999998,246.521622,252.12516800000003,252.12516800000003,8285500,2.970275767534895,-0.006557343666648285,241.24592599999997
2010-05-17,251.752594,252.53749100000002,247.56483500000002,252.34375,252.34375,5623800,2.0086277600774762,0.0008669582720910451,239.626465
2010-05-18,253.35218799999998,253.834061,246.92897000000002,247.574768,247.574768,5687700,2.7963875603579322,-0.01889875219814241,245.090927
2010-05-19,246.526581,248.106308,242.29411299999998,245.61749300000002,245.61749300000002,6936100,2.3988180843667597,-0.007905793533854677,251.16639700000002
2010-05-20,240.967743,241.22108500000002,235.369156,235.970245,235.970245,9890500,2.486276918968946,-0.03927752816856578,247.748627
2010-05-21,233.014465,240.93296800000002,230.69952400000003,234.499802,234.499802,19507500,4.435832299333218,-0.006231476345672338,241.191284
2010-05-24,238.811752,243.312485,236.85945099999998,237.0383,237.0383,8747600,2.724414826073388,0.010825160526148458,240.823669
2010-05-25,232.562408,237.182358,230.505783,236.993591,236.993591,6073900,2.896489152291674,-0.0001886150887852045,235.478439
2010-05-26,239.477432,243.297577,235.965271,236.198761,236.198761,6996400,3.107366592094812,-0.0033538037743814364,241.931473
2010-05-27,240.908127,244.564346,238.970718,243.645325,243.645325,5654700,2.3407169074162444,0.03152668527334068,242.671661
2010-05-28,244.777954,245.13066099999998,239.939423,241.24592599999997,241.24592599999997,5827200,2.1635619253781275,-0.009847917254312333,240.03381299999998
2010-06-01,238.662735,243.94339,238.508728,239.626465,239.626465,5368200,2.278600890446241,-0.006712905070985431,247.38598599999997
2010-06-02,241.767532,245.33931,239.174408,245.090927,245.090927,5114500,2.577575941987912,0.022804083847750345,249.015396
